Country,State,County,Location,Population
US,Wisconsin,Manitowoc,US:Wisconsin:Manitowoc,80654
US,American Samoa,Manu'a District,US:American Samoa:Manu'a District,1143
US,Wisconsin,Marathon,US:Wisconsin:Marathon,135416
US,Alabama,Marengo,US:Alabama:Marengo,20155
US,Puerto Rico,Maricao Municipality,US:Puerto Rico:Maricao Municipality,6276
US,Arizona,Maricopa,US:Arizona:Maricopa,4009412
US,Missouri,Maries,US:Missouri:Maries,9018
US,California,Marin,US:California:Marin,258365
US,Wisconsin,Marinette,US:Wisconsin:Marinette,41610
US,Alabama,Marion,US:Alabama:Marion,30334
US,Arkansas,Marion,US:Arkansas:Marion,16430
US,Florida,Marion,US:Florida:Marion,337362
US,Georgia,Marion,US:Georgia:Marion,8640
US,Illinois,Marion,US:Illinois:Marion,38622
US,Indiana,Marion,US:Indiana:Marion,928281
US,Iowa,Marion,US:Iowa:Marion,33252
US,Kansas,Marion,US:Kansas:Marion,12219
US,Kentucky,Marion,US:Kentucky:Marion,20045
US,Mississippi,Marion,US:Mississippi:Marion,26180
US,Missouri,Marion,US:Missouri:Marion,28904
US,Ohio,Marion,US:Ohio:Marion,65905
US,Oregon,Marion,US:Oregon:Marion,323614
US,South Carolina,Marion,US:South Carolina:Marion,32072
US,Tennessee,Marion,US:Tennessee:Marion,28374
US,Texas,Marion,US:Texas:Marion,10235
US,West Virginia,Marion,US:West Virginia:Marion,56868
US,California,Mariposa,US:California:Mariposa,17755
US,South Carolina,Marlboro,US:South Carolina:Marlboro,28003
US,Michigan,Marquette,US:Michigan:Marquette,67700
US,Wisconsin,Marquette,US:Wisconsin:Marquette,15176
US,Alabama,Marshall,US:Alabama:Marshall,94760
US,Illinois,Marshall,US:Illinois:Marshall,12153
US,Indiana,Marshall,US:Indiana:Marshall,47109
US,Iowa,Marshall,US:Iowa:Marshall,40994
US,Kansas,Marshall,US:Kansas:Marshall,10002
US,Kentucky,Marshall,US:Kentucky:Marshall,31107
US,Minnesota,Marshall,US:Minnesota:Marshall,9425
US,Mississippi,Marshall,US:Mississippi:Marshall,36515
US,Oklahoma,Marshall,US:Oklahoma:Marshall,15988
US,South Dakota,Marshall,US:South Dakota:Marshall,4763
US,Tennessee,Marshall,US:Tennessee:Marshall,31130
US,West Virginia,Marshall,US:West Virginia:Marshall,32459
US,Florida,Martin,US:Florida:Martin,151263
US,Indiana,Martin,US:Indiana:Martin,10160
US,Kentucky,Martin,US:Kentucky:Martin,12647
US,Minnesota,Martin,US:Minnesota:Martin,20422
US,North Carolina,Martin,US:North Carolina:Martin,23699
US,Texas,Martin,US:Texas:Martin,5312
US,Virginia,"Martinsville, City of","US:Virginia:Martinsville, City of",13755
US,Illinois,Mason,US:Illinois:Mason,14248
US,Kentucky,Mason,US:Kentucky:Mason,17278
US,Michigan,Mason,US:Michigan:Mason,28605
US,Texas,Mason,US:Texas:Mason,4128
US,Washington,Mason,US:Washington:Mason,60497
US,West Virginia,Mason,US:West Virginia:Mason,27126
US,Illinois,Massac,US:Illinois:Massac,15073
US,Texas,Matagorda,US:Texas:Matagorda,36592
US,Alaska,Matanuska-Susitna,US:Alaska:Matanuska-Susitna,95192
US,Virginia,Mathews,US:Virginia:Mathews,8897
US,Hawaiʻi,Maui,US:Hawaiʻi:Maui,160202
US,Puerto Rico,Maunabo Municipality,US:Puerto Rico:Maunabo Municipality,12225
US,Tennessee,Maury,US:Tennessee:Maury,83761
US,Texas,Maverick,US:Texas:Maverick,55932
US,Puerto Rico,Mayagüez Municipality,US:Puerto Rico:Mayagüez Municipality,89080
US,Oklahoma,Mayes,US:Oklahoma:Mayes,40804
US,Oklahoma,McClain,US:Oklahoma:McClain,36511
US,Montana,McCone,US:Montana:McCone,1709
US,South Dakota,McCook,US:South Dakota:McCook,5654
US,South Carolina,McCormick,US:South Carolina:McCormick,9947
US,Kentucky,McCracken,US:Kentucky:McCracken,65373
US,Kentucky,McCreary,US:Kentucky:McCreary,17989
US,Texas,McCulloch,US:Texas:McCulloch,8330
US,Oklahoma,McCurtain,US:Oklahoma:McCurtain,33065
US,Missouri,McDonald,US:Missouri:McDonald,22558
US,Illinois,McDonough,US:Illinois:McDonough,32464
US,North Carolina,McDowell,US:North Carolina:McDowell,44961
US,West Virginia,McDowell,US:West Virginia:McDowell,20876
US,Georgia,McDuffie,US:Georgia:McDuffie,21565
US,Illinois,McHenry,US:Illinois:McHenry,307409
US,North Dakota,McHenry,US:North Dakota:McHenry,5922
US,Georgia,McIntosh,US:Georgia:McIntosh,14007
US,North Dakota,McIntosh,US:North Dakota:McIntosh,2754
US,Oklahoma,McIntosh,US:Oklahoma:McIntosh,20493
US,Pennsylvania,McKean,US:Pennsylvania:McKean,42979
US,North Dakota,McKenzie,US:North Dakota:McKenzie,9314
US,New Mexico,McKinley,US:New Mexico:McKinley,73308
US,Illinois,McLean,US:Illinois:McLean,174647
US,Kentucky,McLean,US:Kentucky:McLean,9496
US,North Dakota,McLean,US:North Dakota:McLean,9517
US,Texas,McLennan,US:Texas:McLennan,241481
US,Minnesota,McLeod,US:Minnesota:McLeod,35918
US,Tennessee,McMinn,US:Tennessee:McMinn,52341
US,Texas,McMullen,US:Texas:McMullen,764
US,Tennessee,McNairy,US:Tennessee:McNairy,26140
US,Kansas,McPherson,US:Kansas:McPherson,29569
US,Nebraska,McPherson,US:Nebraska:McPherson,526
US,South Dakota,McPherson,US:South Dakota:McPherson,2457
US,Kansas,Meade,US:Kansas:Meade,4343
US,Kentucky,Meade,US:Kentucky:Meade,29210
US,South Dakota,Meade,US:South Dakota:Meade,27202
US,Montana,Meagher,US:Montana:Meagher,1937
US,North Carolina,Mecklenburg,US:North Carolina:Mecklenburg,1076837
US,Virginia,Mecklenburg,US:Virginia:Mecklenburg,31426
US,Michigan,Mecosta,US:Michigan:Mecosta,43108
US,Ohio,Medina,US:Ohio:Medina,174915
US,Texas,Medina,US:Texas:Medina,47399
US,Minnesota,Meeker,US:Minnesota:Meeker,23119
US,Ohio,Meigs,US:Ohio:Meigs,23496
US,Tennessee,Meigs,US:Tennessee:Meigs,11649
US,South Dakota,Mellette,US:South Dakota:Mellette,2081
US,Illinois,Menard,US:Illinois:Menard,12607
US,Texas,Menard,US:Texas:Menard,2148
US,California,Mendocino,US:California:Mendocino,87192
US,Kentucky,Menifee,US:Kentucky:Menifee,6288
US,Michigan,Menominee,US:Michigan:Menominee,23791
US,Wisconsin,Menominee,US:Wisconsin:Menominee,4317
US,California,Merced,US:California:Merced,263228
US,Illinois,Mercer,US:Illinois:Mercer,16178
US,Kentucky,Mercer,US:Kentucky:Mercer,21349
US,Missouri,Mercer,US:Missouri:Mercer,3695
US,New Jersey,Mercer,US:New Jersey:Mercer,370414
US,North Dakota,Mercer,US:North Dakota:Mercer,8592
US,Ohio,Mercer,US:Ohio:Mercer,40784
US,Pennsylvania,Mercer,US:Pennsylvania:Mercer,115195
US,West Virginia,Mercer,US:West Virginia:Mercer,61984
US,Georgia,Meriwether,US:Georgia:Meriwether,21232
US,Nebraska,Merrick,US:Nebraska:Merrick,7802
US,New Hampshire,Merrimack,US:New Hampshire:Merrimack,146849
US,Colorado,Mesa,US:Colorado:Mesa,147554
US,Kentucky,Metcalfe,US:Kentucky:Metcalfe,9983
US,Indiana,Miami,US:Indiana:Miami,36140
US,Kansas,Miami,US:Kansas:Miami,32835
US,Ohio,Miami,US:Ohio:Miami,103439
US,Florida,Miami-Dade,US:Florida:Miami-Dade,2617176
US,Connecticut,Middlesex,US:Connecticut:Middlesex,165562
US,Massachusetts,Middlesex,US:Massachusetts:Middlesex,1552802
US,New Jersey,Middlesex,US:New Jersey:Middlesex,828919
US,Virginia,Middlesex,US:Virginia:Middlesex,10762
US,Michigan,Midland,US:Michigan:Midland,83919
US,Texas,Midland,US:Texas:Midland,151468
US,U.S. Minor Outlying Islands,Midway Islands,US:U.S. Minor Outlying Islands:Midway Islands,40
US,Pennsylvania,Mifflin,US:Pennsylvania:Mifflin,46616
US,Texas,Milam,US:Texas:Milam,24167
US,Utah,Millard,US:Utah:Millard,12662
US,Minnesota,Mille Lacs,US:Minnesota:Mille Lacs,25833
US,Arkansas,Miller,US:Arkansas:Miller,43402
US,Georgia,Miller,US:Georgia:Miller,5932
US,Missouri,Miller,US:Missouri:Miller,25092
US,Iowa,Mills,US:Iowa:Mills,14896
US,Texas,Mills,US:Texas:Mills,4907
US,Wisconsin,Milwaukee,US:Wisconsin:Milwaukee,956023
US,South Dakota,Miner,US:South Dakota:Miner,2333
US,Colorado,Mineral,US:Colorado:Mineral,721
US,Montana,Mineral,US:Montana:Mineral,4275
US,Nevada,Mineral,US:Nevada:Mineral,4614
US,West Virginia,Mineral,US:West Virginia:Mineral,27704
US,West Virginia,Mingo,US:West Virginia:Mingo,25900
US,Idaho,Minidoka,US:Idaho:Minidoka,20292
US,South Dakota,Minnehaha,US:South Dakota:Minnehaha,179640
US,Michigan,Missaukee,US:Michigan:Missaukee,15051
US,Arkansas,Mississippi,US:Arkansas:Mississippi,44765
US,Missouri,Mississippi,US:Missouri:Mississippi,14282
US,Montana,Missoula,US:Montana:Missoula,111807
US,Georgia,Mitchell,US:Georgia:Mitchell,23045
US,Iowa,Mitchell,US:Iowa:Mitchell,10709
US,Kansas,Mitchell,US:Kansas:Mitchell,6378
US,North Carolina,Mitchell,US:North Carolina:Mitchell,15328
US,Texas,Mitchell,US:Texas:Mitchell,9402
US,Alabama,Mobile,US:Alabama:Mobile,414079
US,Puerto Rico,Moca Municipality,US:Puerto Rico:Moca Municipality,40109
US,California,Modoc,US:California:Modoc,9147
US,Colorado,Moffat,US:Colorado:Moffat,13103
US,Arizona,Mohave,US:Arizona:Mohave,203030
US,Missouri,Moniteau,US:Missouri:Moniteau,15748
US,New Jersey,Monmouth,US:New Jersey:Monmouth,629672
US,California,Mono,US:California:Mono,14074
US,Iowa,Monona,US:Iowa:Monona,9121
US,West Virginia,Monongalia,US:West Virginia:Monongalia,102274
US,Alabama,Monroe,US:Alabama:Monroe,22236
US,Arkansas,Monroe,US:Arkansas:Monroe,7682
US,Florida,Monroe,US:Florida:Monroe,76351
US,Georgia,Monroe,US:Georgia:Monroe,26984
US,Illinois,Monroe,US:Illinois:Monroe,33493
US,Indiana,Monroe,US:Indiana:Monroe,141888
US,Iowa,Monroe,US:Iowa:Monroe,8012
US,Kentucky,Monroe,US:Kentucky:Monroe,10681
US,Michigan,Monroe,US:Michigan:Monroe,150376
US,Mississippi,Monroe,US:Mississippi:Monroe,36116
US,Missouri,Monroe,US:Missouri:Monroe,8774
US,New York,Monroe,US:New York:Monroe,749606
US,Ohio,Monroe,US:Ohio:Monroe,14585
US,Pennsylvania,Monroe,US:Pennsylvania:Monroe,167148
US,Tennessee,Monroe,US:Tennessee:Monroe,45265
US,West Virginia,Monroe,US:West Virginia:Monroe,13483
US,Wisconsin,Monroe,US:Wisconsin:Monroe,45298
US,Texas,Montague,US:Texas:Montague,19503
US,Michigan,Montcalm,US:Michigan:Montcalm,63105
US,California,Monterey,US:California:Monterey,428826
US,Colorado,Montezuma,US:Colorado:Montezuma,25642
US,Alabama,Montgomery,US:Alabama:Montgomery,226659
US,Arkansas,Montgomery,US:Arkansas:Montgomery,9226
US,Georgia,Montgomery,US:Georgia:Montgomery,9021
US,Illinois,Montgomery,US:Illinois:Montgomery,29654
US,Indiana,Montgomery,US:Indiana:Montgomery,38177
US,Iowa,Montgomery,US:Iowa:Montgomery,10424
US,Kansas,Montgomery,US:Kansas:Montgomery,34292
US,Kentucky,Montgomery,US:Kentucky:Montgomery,27251
US,Maryland,Montgomery,US:Maryland:Montgomery,1016677
US,Mississippi,Montgomery,US:Mississippi:Montgomery,10553
US,Missouri,Montgomery,US:Missouri:Montgomery,11965
US,New York,Montgomery,US:New York:Montgomery,49897
US,North Carolina,Montgomery,US:North Carolina:Montgomery,27571
US,Ohio,Montgomery,US:Ohio:Montgomery,535846
US,Pennsylvania,Montgomery,US:Pennsylvania:Montgomery,812376
US,Tennessee,Montgomery,US:Tennessee:Montgomery,184119
US,Texas,Montgomery,US:Texas:Montgomery,499137
US,Virginia,Montgomery,US:Virginia:Montgomery,96207
US,Michigan,Montmorency,US:Michigan:Montmorency,9350
US,Pennsylvania,Montour,US:Pennsylvania:Montour,18541
US,Colorado,Montrose,US:Colorado:Montrose,40713
US,South Dakota,Moody,US:South Dakota:Moody,6404
US,North Carolina,Moore,US:North Carolina:Moore,91587
US,Tennessee,Moore,US:Tennessee:Moore,6301
US,Texas,Moore,US:Texas:Moore,22141
US,New Mexico,Mora,US:New Mexico:Mora,4704
US,Louisiana,Morehouse,US:Louisiana:Morehouse,27057
US,Alabama,Morgan,US:Alabama:Morgan,119787
US,Colorado,Morgan,US:Colorado:Morgan,28404
US,Georgia,Morgan,US:Georgia:Morgan,17781
US,Illinois,Morgan,US:Illinois:Morgan,35067
US,Indiana,Morgan,US:Indiana:Morgan,69782
US,Kentucky,Morgan,US:Kentucky:Morgan,13380
US,Missouri,Morgan,US:Missouri:Morgan,20265
US,Ohio,Morgan,US:Ohio:Morgan,14904
US,Tennessee,Morgan,US:Tennessee:Morgan,21915
US,Utah,Morgan,US:Utah:Morgan,10173
US,West Virginia,Morgan,US:West Virginia:Morgan,17498
US,Puerto Rico,Morovis Municipality,US:Puerto Rico:Morovis Municipality,32610
US,Nebraska,Morrill,US:Nebraska:Morrill,4908
US,Kansas,Morris,US:Kansas:Morris,5741
US,New Jersey,Morris,US:New Jersey:Morris,499397
US,Texas,Morris,US:Texas:Morris,12834
US,Minnesota,Morrison,US:Minnesota:Morrison,32872
US,Ohio,Morrow,US:Ohio:Morrow,35033
US,Oregon,Morrow,US:Oregon:Morrow,11336
US,Kansas,Morton,US:Kansas:Morton,3143
US,North Dakota,Morton,US:North Dakota:Morton,28990
US,Texas,Motley,US:Texas:Motley,1196
US,Illinois,Moultrie,US:Illinois:Moultrie,14876
US,North Dakota,Mountrail,US:North Dakota:Mountrail,9376
US,Minnesota,Mower,US:Minnesota:Mower,39327
US,Kentucky,Muhlenberg,US:Kentucky:Muhlenberg,31179
US,Oregon,Multnomah,US:Oregon:Multnomah,766135
US,Georgia,Murray,US:Georgia:Murray,39267
US,Minnesota,Murray,US:Minnesota:Murray,8533
US,Oklahoma,Murray,US:Oklahoma:Murray,13712
US,Iowa,Muscatine,US:Iowa:Muscatine,42836
US,Georgia,Muscogee,US:Georgia:Muscogee,202824
US,Michigan,Muskegon,US:Michigan:Muskegon,171008
US,Ohio,Muskingum,US:Ohio:Muskingum,85231
US,Oklahoma,Muskogee,US:Oklahoma:Muskogee,70303
US,Montana,Musselshell,US:Montana:Musselshell,4629
US,Texas,Nacogdoches,US:Texas:Nacogdoches,65330
US,Puerto Rico,Naguabo Municipality,US:Puerto Rico:Naguabo Municipality,26720
US,Nebraska,Nance,US:Nebraska:Nance,3623
US,Massachusetts,"Nantucket, Town and County of","US:Massachusetts:Nantucket, Town and County of",10399
US,California,Napa,US:California:Napa,140326
US,Puerto Rico,Naranjito Municipality,US:Puerto Rico:Naranjito Municipality,30402
US,North Carolina,Nash,US:North Carolina:Nash,95093
US,Florida,Nassau,US:Florida:Nassau,75710
US,New York,Nassau,US:New York:Nassau,1352146
US,Louisiana,Natchitoches,US:Louisiana:Natchitoches,39138
US,Wyoming,Natrona,US:Wyoming:Natrona,80973
US,Arizona,Navajo,US:Arizona:Navajo,107322
US,Texas,Navarro,US:Texas:Navarro,48038
US,U.S. Minor Outlying Islands,Navassa Island,US:U.S. Minor Outlying Islands:Navassa Island,0
US,Kentucky,Nelson,US:Kentucky:Nelson,44540
US,North Dakota,Nelson,US:North Dakota:Nelson,3095
US,Virginia,Nelson,US:Virginia:Nelson,14789
US,Kansas,Nemaha,US:Kansas:Nemaha,10161
US,Nebraska,Nemaha,US:Nebraska:Nemaha,7157
US,Kansas,Neosho,US:Kansas:Neosho,16430
US,Mississippi,Neshoba,US:Mississippi:Neshoba,29507
US,Kansas,Ness,US:Kansas:Ness,3073
US,Arkansas,Nevada,US:Arkansas:Nevada,8799
US,California,Nevada,US:California:Nevada,98200
US,Delaware,New Castle,US:Delaware:New Castle,549684
US,North Carolina,New Hanover,US:North Carolina:New Hanover,213267
US,Connecticut,New Haven,US:Connecticut:New Haven,862287
US,Virginia,New Kent,US:Virginia:New Kent,19507
US,Connecticut,New London,US:Connecticut:New London,274150
US,Missouri,New Madrid,US:Missouri:New Madrid,18365
US,New York,New York,US:New York:New York,1626159
US,Michigan,Newaygo,US:Michigan:Newaygo,48001
US,South Carolina,Newberry,US:South Carolina:Newberry,37521
US,Rhode Island,Newport,US:Rhode Island:Newport,82397
US,Virginia,"Newport News, City of","US:Virginia:Newport News, City of",182020
US,Arkansas,Newton,US:Arkansas:Newton,8064
US,Georgia,Newton,US:Georgia:Newton,102446
US,Indiana,Newton,US:Indiana:Newton,14087
US,Mississippi,Newton,US:Mississippi:Newton,21689
US,Missouri,Newton,US:Missouri:Newton,58845
US,Texas,Newton,US:Texas:Newton,14140
US,Idaho,Nez Perce,US:Idaho:Nez Perce,39915
US,New York,Niagara,US:New York:Niagara,214249
US,Kentucky,Nicholas,US:Kentucky:Nicholas,7039
US,West Virginia,Nicholas,US:West Virginia:Nicholas,25965
US,Minnesota,Nicollet,US:Minnesota:Nicollet,33032
US,Wyoming,Niobrara,US:Wyoming:Niobrara,2541
US,Indiana,Noble,US:Indiana:Noble,47570
US,Ohio,Noble,US:Ohio:Noble,14628
US,Oklahoma,Noble,US:Oklahoma:Noble,11446
US,Minnesota,Nobles,US:Minnesota:Nobles,21617
US,Missouri,Nodaway,US:Missouri:Nodaway,23261
US,Texas,Nolan,US:Texas:Nolan,15037
US,Alaska,Nome,US:Alaska:Nome,9892
US,Massachusetts,Norfolk,US:Massachusetts:Norfolk,687802
US,Virginia,"Norfolk, City of","US:Virginia:Norfolk, City of",246139
US,Minnesota,Norman,US:Minnesota:Norman,6631
US,Alaska,North Slope,US:Alaska:North Slope,9686
US,North Carolina,Northampton,US:North Carolina:Northampton,20839
US,Pennsylvania,Northampton,US:Pennsylvania:Northampton,299791
US,Virginia,Northampton,US:Virginia:Northampton,12125
US,Northern Mariana Islands,Northern Islands Municipality,US:Northern Mariana Islands:Northern Islands Municipality,0
US,Pennsylvania,Northumberland,US:Pennsylvania:Northumberland,94076
US,Virginia,Northumberland,US:Virginia:Northumberland,12200
US,Alaska,Northwest Arctic,US:Alaska:Northwest Arctic,7685
US,Kansas,Norton,US:Kansas:Norton,5622
US,Virginia,"Norton, City of","US:Virginia:Norton, City of",4017
US,Virginia,Nottoway,US:Virginia:Nottoway,15773
US,Oklahoma,Nowata,US:Oklahoma:Nowata,10555
US,Mississippi,Noxubee,US:Mississippi:Noxubee,11089
US,Nebraska,Nuckolls,US:Nebraska:Nuckolls,4413
US,Texas,Nueces,US:Texas:Nueces,352107
US,Nevada,Nye,US:Nevada:Nye,42297
US,Michigan,Oakland,US:Michigan:Oakland,1231640
US,Tennessee,Obion,US:Tennessee:Obion,31131
US,Iowa,O'Brien,US:Iowa:O'Brien,14044
US,New Jersey,Ocean,US:New Jersey:Ocean,583414
US,Michigan,Oceana,US:Michigan:Oceana,26245
US,Texas,Ochiltree,US:Texas:Ochiltree,10806
US,Georgia,Oconee,US:Georgia:Oconee,34035
US,South Carolina,Oconee,US:South Carolina:Oconee,75045
US,Wisconsin,Oconto,US:Wisconsin:Oconto,37318
US,Michigan,Ogemaw,US:Michigan:Ogemaw,21234
US,South Dakota,Oglala Lakota,US:South Dakota:Oglala Lakota,14118
US,Illinois,Ogle,US:Illinois:Ogle,52385
US,Georgia,Oglethorpe,US:Georgia:Oglethorpe,14548
US,Indiana,Ohio,US:Indiana:Ohio,5994
US,Kentucky,Ohio,US:Kentucky:Ohio,23988
US,West Virginia,Ohio,US:West Virginia:Ohio,43727
US,Florida,Okaloosa,US:Florida:Okaloosa,193811
US,Washington,Okanogan,US:Washington:Okanogan,41193
US,Florida,Okeechobee,US:Florida:Okeechobee,39330
US,Oklahoma,Okfuskee,US:Oklahoma:Okfuskee,12377
US,Oklahoma,Oklahoma,US:Oklahoma:Oklahoma,755245
US,Oklahoma,Okmulgee,US:Oklahoma:Okmulgee,39438
US,Mississippi,Oktibbeha,US:Mississippi:Oktibbeha,49043
US,Kentucky,Oldham,US:Kentucky:Oldham,62364
US,Texas,Oldham,US:Texas:Oldham,2102
US,North Dakota,Oliver,US:North Dakota:Oliver,1874
US,Minnesota,Olmsted,US:Minnesota:Olmsted,149226
US,Idaho,Oneida,US:Idaho:Oneida,4275
US,New York,Oneida,US:New York:Oneida,233585
US,Wisconsin,Oneida,US:Wisconsin:Oneida,35689
US,New York,Onondaga,US:New York:Onondaga,468387
US,North Carolina,Onslow,US:North Carolina:Onslow,185220
US,New York,Ontario,US:New York:Ontario,109103
US,Michigan,Ontonagon,US:Michigan:Ontonagon,6322
US,California,Orange,US:California:Orange,3114363
US,Florida,Orange,US:Florida:Orange,1225267
US,Indiana,Orange,US:Indiana:Orange,19773
US,New York,Orange,US:New York:Orange,375592
US,North Carolina,Orange,US:North Carolina:Orange,140352
US,Texas,Orange,US:Texas:Orange,82957
US,Vermont,Orange,US:Vermont:Orange,28915
US,Virginia,Orange,US:Virginia:Orange,34689
US,South Carolina,Orangeburg,US:South Carolina:Orangeburg,90942
US,Missouri,Oregon,US:Missouri:Oregon,10996
US,Louisiana,Orleans,US:Louisiana:Orleans,378715
US,New York,Orleans,US:New York:Orleans,42235
US,Vermont,Orleans,US:Vermont:Orleans,27169
US,Puerto Rico,Orocovis Municipality,US:Puerto Rico:Orocovis Municipality,23423
US,Kansas,Osage,US:Kansas:Osage,16142
US,Missouri,Osage,US:Missouri:Osage,13688
US,Oklahoma,Osage,US:Oklahoma:Osage,47987
US,Kansas,Osborne,US:Kansas:Osborne,3818
US,Florida,Osceola,US:Florida:Osceola,298504
US,Iowa,Osceola,US:Iowa:Osceola,6211
US,Michigan,Osceola,US:Michigan:Osceola,23259
US,Michigan,Oscoda,US:Michigan:Oscoda,8379
US,New York,Oswego,US:New York:Oswego,121165
US,Colorado,Otero,US:Colorado:Otero,18703
US,New Mexico,Otero,US:New Mexico:Otero,65616
US,Nebraska,Otoe,US:Nebraska:Otoe,15752
US,Michigan,Otsego,US:Michigan:Otsego,24129
US,New York,Otsego,US:New York:Otsego,61683
US,Kansas,Ottawa,US:Kansas:Ottawa,6042
US,Michigan,Ottawa,US:Michigan:Ottawa,272701
US,Ohio,Ottawa,US:Ohio:Ottawa,41153
US,Oklahoma,Ottawa,US:Oklahoma:Ottawa,32245
US,Minnesota,Otter Tail,US:Minnesota:Otter Tail,57581
US,Arkansas,Ouachita,US:Arkansas:Ouachita,25002
US,Louisiana,Ouachita,US:Louisiana:Ouachita,156220
US,Colorado,Ouray,US:Colorado:Ouray,4557
US,Wisconsin,Outagamie,US:Wisconsin:Outagamie,180345
US,Tennessee,Overton,US:Tennessee:Overton,22075
US,Indiana,Owen,US:Indiana:Owen,21201
US,Kentucky,Owen,US:Kentucky:Owen,10662
US,Kentucky,Owsley,US:Kentucky:Owsley,4654
US,Idaho,Owyhee,US:Idaho:Owyhee,11472
US,Maine,Oxford,US:Maine:Oxford,57277
US,Missouri,Ozark,US:Missouri:Ozark,9560
US,Wisconsin,Ozaukee,US:Wisconsin:Ozaukee,87054
US,Washington,Pacific,US:Washington:Pacific,20498
US,Iowa,Page,US:Iowa:Page,15713
US,Virginia,Page,US:Virginia:Page,23821
US,Florida,Palm Beach,US:Florida:Palm Beach,1372171
US,U.S. Minor Outlying Islands,Palmyra Atoll,US:U.S. Minor Outlying Islands:Palmyra Atoll,20
US,Iowa,Palo Alto,US:Iowa:Palo Alto,9185
US,Texas,Palo Pinto,US:Texas:Palo Pinto,27889
US,North Carolina,Pamlico,US:North Carolina:Pamlico,12953
US,Mississippi,Panola,US:Mississippi:Panola,34402
US,Texas,Panola,US:Texas:Panola,23870
US,Colorado,Park,US:Colorado:Park,16121
US,Montana,Park,US:Montana:Park,15682
US,Wyoming,Park,US:Wyoming:Park,29227
US,Indiana,Parke,US:Indiana:Parke,17202
US,Texas,Parker,US:Texas:Parker,121418
US,Texas,Parmer,US:Texas:Parmer,9965
US,Florida,Pasco,US:Florida:Pasco,475502
US,North Carolina,Pasquotank,US:North Carolina:Pasquotank,39981
US,New Jersey,Passaic,US:New Jersey:Passaic,505672
US,Puerto Rico,Patillas Municipality,US:Puerto Rico:Patillas Municipality,19277
US,Virginia,Patrick,US:Virginia:Patrick,18368
US,Georgia,Paulding,US:Georgia:Paulding,146950
US,Ohio,Paulding,US:Ohio:Paulding,19254
US,Kansas,Pawnee,US:Kansas:Pawnee,6971
US,Nebraska,Pawnee,US:Nebraska:Pawnee,2709
US,Oklahoma,Pawnee,US:Oklahoma:Pawnee,16513
US,Idaho,Payette,US:Idaho:Payette,22610
US,Oklahoma,Payne,US:Oklahoma:Payne,79066
US,Georgia,Peach,US:Georgia:Peach,27014
US,Mississippi,Pearl River,US:Mississippi:Pearl River,55072
US,Texas,Pecos,US:Texas:Pecos,15697
US,North Dakota,Pembina,US:North Dakota:Pembina,7181
US,Missouri,Pemiscot,US:Missouri:Pemiscot,17823
US,Washington,Pend Oreille,US:Washington:Pend Oreille,12896
US,North Carolina,Pender,US:North Carolina:Pender,55334
US,Kentucky,Pendleton,US:Kentucky:Pendleton,14570
US,West Virginia,Pendleton,US:West Virginia:Pendleton,7471
US,Minnesota,Pennington,US:Minnesota:Pennington,14118
US,South Dakota,Pennington,US:South Dakota:Pennington,105761
US,Maine,Penobscot,US:Maine:Penobscot,153364
US,Puerto Rico,Peñuelas Municipality,US:Puerto Rico:Peñuelas Municipality,24282
US,Illinois,Peoria,US:Illinois:Peoria,188429
US,Wisconsin,Pepin,US:Wisconsin:Pepin,7360
US,Nebraska,Perkins,US:Nebraska:Perkins,2921
US,South Dakota,Perkins,US:South Dakota:Perkins,3037
US,North Carolina,Perquimans,US:North Carolina:Perquimans,13601
US,Alabama,Perry,US:Alabama:Perry,10020
US,Arkansas,Perry,US:Arkansas:Perry,10345
US,Illinois,Perry,US:Illinois:Perry,21887
US,Indiana,Perry,US:Indiana:Perry,19558
US,Kentucky,Perry,US:Kentucky:Perry,28010
US,Mississippi,Perry,US:Mississippi:Perry,12131
US,Missouri,Perry,US:Missouri:Perry,19072
US,Ohio,Perry,US:Ohio:Perry,35997
US,Pennsylvania,Perry,US:Pennsylvania:Perry,45562
US,Tennessee,Perry,US:Tennessee:Perry,7869
US,Nevada,Pershing,US:Nevada:Pershing,6877
US,North Carolina,Person,US:North Carolina:Person,39276
US,Alaska,Petersburg,US:Alaska:Petersburg,3774
US,Virginia,"Petersburg, City of","US:Virginia:Petersburg, City of",32538
US,Montana,Petroleum,US:Montana:Petroleum,506
US,Missouri,Pettis,US:Missouri:Pettis,42205
US,Missouri,Phelps,US:Missouri:Phelps,44807
US,Nebraska,Phelps,US:Nebraska:Phelps,9213
US,Pennsylvania,Philadelphia,US:Pennsylvania:Philadelphia,1553165
US,Arkansas,Phillips,US:Arkansas:Phillips,20399
US,Colorado,Phillips,US:Colorado:Phillips,4356
US,Kansas,Phillips,US:Kansas:Phillips,5540
US,Montana,Phillips,US:Montana:Phillips,4179
US,Illinois,Piatt,US:Illinois:Piatt,16433
US,Ohio,Pickaway,US:Ohio:Pickaway,56304
US,Alabama,Pickens,US:Alabama:Pickens,19401
US,Georgia,Pickens,US:Georgia:Pickens,29584
US,South Carolina,Pickens,US:South Carolina:Pickens,119829
US,Tennessee,Pickett,US:Tennessee:Pickett,5090
US,Georgia,Pierce,US:Georgia:Pierce,18938
US,Nebraska,Pierce,US:Nebraska:Pierce,7150
US,North Dakota,Pierce,US:North Dakota:Pierce,4451
